RecordId,Name,PhdEntityType,TagNo,Active,Description,ParentTag,ClassTag,TagUnits,Tolerance,ToleranceType,Collection,DemandCalculation,ManualInput,PutDownload,DataStore,RangeChkDisable,DataEdit,ArchiveResample,EPKSExceptionTag,FileStream,SourceTag,SourceTagUnits,ScanFrequency,SourceDeadband,HighExtreme,LowExtreme,Quantum,HighHighLimit,HighLimit,LowLimit,LowLowLimit,HighHighEnable,HighEnable,LowEnable,LowLowEnable,SmoothingConstant,CompressionToleranceFactor,MinimumCompressionTolerance,GrossErrorSigmaLimit,GrossErrorSamples,NoiseGateLevel,PercentRecordFill,SpecQueueSize,ExtrapolationDamping,ResampleMethod,SourceTagIndexA,SourceTagIndexB,SourceTagIndexC,SourceTagIndexD,InterpolationMethod,UserDefined1,UserDefined2,ScanTimeStampUnit,TimeStamp,ExtendedSourceTag,Asset,Item,Function,RuleName,SynchronizationEnable,DigitalEnumEnable,DigitalEnumeration,MachineName,CollectorName,SourceSystem,SourceTagType,SourceTagAttribute,SourceName,CompressionSetting,VirtualTagCalculation
784,4045TV221.AUTOMANA.OP,T,784,TRUE,Settpunkt til tyristor,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4045TV221.AUTOMANA.OP,40-45,/Assets/S-plant/40-45/4045TV221,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4045TV221.AUTOMANA.OP,-1,
785,4070PI004.DACA.PV,T,785,TRUE,Trykk VV fødetank retur,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4070PI004.DACA.PV,40-70,/Assets/S-plant/40-70/4070PI004,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4070PI004.DACA.PV,-1,
786,4070PI005.DACA.PV,T,786,TRUE,Trykk VV fødetank tur,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4070PI005.DACA.PV,40-70,/Assets/S-plant/40-70/4070PI005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4070PI005.DACA.PV,-1,
787,4070TI002.DACA.PV,T,787,TRUE,Temperatur VV fødetank tur,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,-10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4070TI002.DACA.PV,40-70,/Assets/S-plant/40-70/4070TI002,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4070TI002.DACA.PV,-1,
788,4070TI003.DACA.PV,T,788,TRUE,Temperatur VV fødetank retur,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,-10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4070TI003.DACA.PV,40-70,/Assets/S-plant/40-70/4070TI003,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4070TI003.DACA.PV,-1,
789,4071FI001.DACA.PV,T,789,TRUE,Hovedvann inn til S-anlegg,EXP_PARENT,FALSE,m3,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,63,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4071FI001.DACA.PV,40-71,/Assets/S-plant/40-71/4071FI001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4071FI001.DACA.PV,-1,
790,4085FCV020.AUTOMANA.OP,T,790,TRUE,Damp inn på varmeveksler nøytralisering sløyfe 2,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FCV020.AUTOMANA.OP,40-85,/Assets/S-plant/40-85/4085FCV020,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FCV020.AUTOMANA.OP,-1,
791,4085FI011_ACCU.TOTALIZER.PV,T,791,TRUE,Mengde fra dampdrum til nett,EXP_PARENT,FALSE,kg,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI011_ACCU.TOTALIZER.PV,40-85,/Assets/S-plant/40-85/4085FI011_ACCU,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI011_ACCU.TOTALIZER.PV,-1,
792,4085FI011_ACCU.PVALGO.PV,T,792,TRUE,Mengde fra dampdrum til nett,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI011_ACCU.PVALGO.PV,40-85,/Assets/S-plant/40-85/4085FI011_ACCU,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI011_ACCU.PVALGO.PV,-1,
793,4085FI011A.DACA.PV,T,793,TRUE,Mengde fra dampdrum til nett,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,3000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI011A.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI011A,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI011A.DACA.PV,-1,
794,4085FI011B.DACA.PV,T,794,TRUE,Damp målt i kW fra damp drum,EXP_PARENT,FALSE,kW,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1900,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI011B.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI011B,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI011B.DACA.PV,-1,
795,4085FI012A.DACA.PV,T,795,TRUE,Mengde damp til prosessvann 0-3000 kg/h,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,3000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI012A.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI012A,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI012A.DACA.PV,-1,
796,4085FI012B.DACA.PV,T,796,TRUE,Damp målt i kW til prosessvann 0-1900 kW,EXP_PARENT,FALSE,kW,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1900,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI012B.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI012B,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI012B.DACA.PV,-1,
797,4085FI013A.DACA.PV,T,797,TRUE,Mengde damp til svovel kg/h,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,150,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI013A.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI013A,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI013A.DACA.PV,-1,
798,4085FI013B.DACA.PV,T,798,TRUE,Damp målt i kW til svovel,EXP_PARENT,FALSE,kW,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI013B.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI013B,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI013B.DACA.PV,-1,
799,4085FI014A.DACA.PV,T,799,TRUE,Mengde damp til varmelager,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,500,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI014A.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI014A,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI014A.DACA.PV,-1,
800,4085FI014B.DACA.PV,T,800,TRUE,Damp målt i kW til varmelager,EXP_PARENT,FALSE,kW,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,320,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI014B.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI014B,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI014B.DACA.PV,-1,
801,4085FI015A.DACA.PV,T,801,TRUE,Mengde damp inn til S-anlegg,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,4000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI015A.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI015A,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI015A.DACA.PV,-1,
802,4085FI015B.DACA.PV,T,802,TRUE,Damp målt i kW til S-anlegg 0-2300 kW,EXP_PARENT,FALSE,kW,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,2300,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI015B.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI015B,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI015B.DACA.PV,-1,
803,4085FI016.DACA.PV,T,803,TRUE,Kondensat fra S-anlegg,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,10000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085FI016.DACA.PV,40-85,/Assets/S-plant/40-85/4085FI016,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085FI016.DACA.PV,-1,
804,4085LIC005.PIDA.PV,T,804,TRUE,Ventil for matevann,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085LIC005.PIDA.PV,40-85,/Assets/S-plant/40-85/4085LIC005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085LIC005.PIDA.PV,-1,
805,4085LIC005.PIDA.OP,T,805,TRUE,Ventil for matevann,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085LIC005.PIDA.OP,40-85,/Assets/S-plant/40-85/4085LIC005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085LIC005.PIDA.OP,-1,
806,4085LIC005.PIDA.SP,T,806,TRUE,Ventil for matevann,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085LIC005.PIDA.SP,40-85,/Assets/S-plant/40-85/4085LIC005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085LIC005.PIDA.SP,-1,
807,4085LIC005.DACA.PV,T,807,TRUE,Nivå matevann i damprum,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085LIC005.DACA.PV,40-85,/Assets/S-plant/40-85/4085LIC005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085LIC005.DACA.PV,-1,
808,4085PIC001.PIDA.OP,T,808,TRUE,Trykk i dampdrum 4085-DD-01,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085PIC001.PIDA.OP,40-85,/Assets/S-plant/40-85/4085PIC001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085PIC001.PIDA.OP,-1,
809,4085PIC001.PIDA.SP,T,809,TRUE,Trykk i dampdrum 4085-DD-01,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,15,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085PIC001.PIDA.SP,40-85,/Assets/S-plant/40-85/4085PIC001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085PIC001.PIDA.SP,-1,
810,4085PIC001.DACA.PV,T,810,TRUE,Trykk i dampdrum 4085-DD-01,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,15,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085PIC001.DACA.PV,40-85,/Assets/S-plant/40-85/4085PIC001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085PIC001.DACA.PV,-1,
811,4085TI016.DACA.PV,T,811,TRUE,Temperatur fra 4085FT016,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,150,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4085TI016.DACA.PV,40-85,/Assets/S-plant/40-85/4085TI016,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4085TI016.DACA.PV,-1,
812,6085FI033_ACCU.TOTALIZER.PV,T,812,TRUE,Hoveddamp til P-anlegg,EXP_PARENT,FALSE,kg,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6085FI033_ACCU.TOTALIZER.PV,60-85,/Assets/S-plant/60-85/6085FI033_ACCU,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6085FI033_ACCU.TOTALIZER.PV,-1,
813,6085FI033_ACCU.PVALGO.PV,T,813,TRUE,Hoveddamp til P-anlegg,EXP_PARENT,FALSE,kg/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100000,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6085FI033_ACCU.PVALGO.PV,60-85,/Assets/S-plant/60-85/6085FI033_ACCU,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6085FI033_ACCU.PVALGO.PV,-1,
814,6518PI004.DACA.PV,T,814,TRUE,Trykk råstoffpumpe R-62/63,EXP_PARENT,FALSE,bar,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,16,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6518PI004.DACA.PV,65-18,/Assets/S-plant/65-18/6518PI004,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6518PI004.DACA.PV,-1,
815,6518TI005.DACA.PV,T,815,TRUE,Temperatur råstoff fra R62/63,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6518TI005.DACA.PV,65-18,/Assets/S-plant/65-18/6518TI005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6518TI005.DACA.PV,-1,
816,6532LI001.DACA.PV,T,816,TRUE,Nivå R-62 nordre tank søylebu,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,80,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532LI001.DACA.PV,65-32,/Assets/S-plant/65-32/6532LI001,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532LI001.DACA.PV,-1,
817,6532LI002.DACA.PV,T,817,TRUE,Nivå R-62 søndre tank søylebu,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,80,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532LI002.DACA.PV,65-32,/Assets/S-plant/65-32/6532LI002,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532LI002.DACA.PV,-1,
818,6532TI005.DACA.PV,T,818,TRUE,Temperatur retur sløyfe R-62 nordre,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532TI005.DACA.PV,65-32,/Assets/S-plant/65-32/6532TI005,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532TI005.DACA.PV,-1,
819,6532TI006.DACA.PV,T,819,TRUE,Temperatur retur varme R-63 søndre,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,870,-200,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532TI006.DACA.PV,65-32,/Assets/S-plant/65-32/6532TI006,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532TI006.DACA.PV,-1,
820,6532TI010.DACA.PV,T,820,TRUE,Temperatur vare R-62 nordre,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,870,-200,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532TI010.DACA.PV,65-32,/Assets/S-plant/65-32/6532TI010,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532TI010.DACA.PV,-1,
821,6532TIC004.PIDA.OP,T,821,TRUE,Temperaturregulering R-63 søylebu,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532TIC004.PIDA.OP,65-32,/Assets/S-plant/65-32/6532TIC004,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532TIC004.PIDA.OP,-1,
822,6532TIC004.PIDA.SP,T,822,TRUE,Temperaturregulering R-63 søylebu,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532TIC004.PIDA.SP,65-32,/Assets/S-plant/65-32/6532TIC004,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532TIC004.PIDA.SP,-1,
823,6532TIC004.DACA.PV,T,823,TRUE,Temperaturregulering R-63 søylebu,EXP_PARENT,FALSE,°C,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,870,-200,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532TIC004.DACA.PV,65-32,/Assets/S-plant/65-32/6532TIC004,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532TIC004.DACA.PV,-1,
824,6547FI020.DACA.PV,T,824,TRUE,Instrumentluft til S-anlegg,EXP_PARENT,FALSE,m3/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1745,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6547FI020.DACA.PV,65-47,/Assets/S-plant/65-47/6547FI020,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6547FI020.DACA.PV,-1,
825,6547FI021.DACA.PV,T,825,TRUE,Instrumentluft til P-anlegg,EXP_PARENT,FALSE,m3/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1745,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6547FI021.DACA.PV,65-47,/Assets/S-plant/65-47/6547FI021,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6547FI021.DACA.PV,-1,
826,6547FI022.DACA.PV,T,826,TRUE,Instrumentluft til T-anlegg,EXP_PARENT,FALSE,m3/h,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,1745,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6547FI022.DACA.PV,65-47,/Assets/S-plant/65-47/6547FI022,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6547FI022.DACA.PV,-1,
827,6572LI004.DACA.PV,T,827,TRUE,Nivå vaskevannstank,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6572LI004.DACA.PV,65-72,/Assets/S-plant/65-72/6572LI004,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6572LI004.DACA.PV,-1,
828,6572LIC002.PIDA.OP,T,828,TRUE,Vaskevann til prosessvanntank,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6572LIC002.PIDA.OP,65-72,/Assets/S-plant/65-72/6572LIC002,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6572LIC002.PIDA.OP,-1,
829,6572LIC002.PIDA.SP,T,829,TRUE,Vaskevann til prosessvanntank,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6572LIC002.PIDA.SP,65-72,/Assets/S-plant/65-72/6572LIC002,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6572LIC002.PIDA.SP,-1,
830,6572LIC002.DACA.PV,T,830,TRUE,Vaskevann til prosessvanntank,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6572LIC002.DACA.PV,65-72,/Assets/S-plant/65-72/6572LIC002,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6572LIC002.DACA.PV,-1,
831,4000_DTYKKV_AUX.STEP_NR.PV,T,831,TRUE,,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4000_DTYKKV_AUX.STEP_NR.PV,40-00,/Assets/S-plant/40-00/4000_DTYKKV_AUX,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4000_DTYKKV_AUX.STEP_NR.PV,-1,
832,4039_OLEUM_AUX.STEP_NR.PV,T,832,TRUE,,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4039_OLEUM_AUX.STEP_NR.PV,40-39,/Assets/S-plant/40-39/4039_OLEUM_AUX,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4039_OLEUM_AUX.STEP_NR.PV,-1,
833,4025_HYDROLYSE_AUX.STEP_NR.PV,T,833,TRUE,,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,1,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,4025_HYDROLYSE_AUX.STEP_NR.PV,40-25,/Assets/S-plant/40-25/4025_HYDROLYSE_AUX,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,4025_HYDROLYSE_AUX.STEP_NR.PV,-1,
834,9232LI041.DACA.PV,T,834,TRUE,,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,110,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,9232LI041.DACA.PV,92-32,/Assets/Tankpark-Nord/92-32/9232LI041,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,9232LI041.DACA.PV,-1,
835,9232LI042.DACA.PV,T,835,TRUE,,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,110,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,9232LI042.DACA.PV,92-32,/Assets/Tankpark-Nord/92-32/9232LI042,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,9232LI042.DACA.PV,-1,
836,9232LI043.DACA.PV,T,836,TRUE,,EXP_PARENT,FALSE,,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,110,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,9232LI043.DACA.PV,92-32,/Assets/Tankpark-Nord/92-32/9232LI043,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,9232LI043.DACA.PV,-1,
837,6532TIC003.PIDA.OP,T,837,TRUE,Temperaturregulering R-62 søylebu,EXP_PARENT,FALSE,%,,,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,,,,60,,100,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.34036E+17,6532TIC003.PIDA.OP,65-32,/Assets/S-plant/65-32/6532TIC003,U,DEFAULT_RULE,TRUE,,,UF-35ESV01,EXP_LINK,OPC,F4,VALUE,6532TIC003.PIDA.OP,-1,
